"","score","text","created","tweet","sentiment"
"466",0,"heroin proof kids",2017-11-24,"neutral",0
"467",1,"classic steering wheel shot thanks",2017-11-24,"positive",1
"468",1,"hand warmer mug sleeves",2017-11-24,"positive",1
"469",0,"heroin proof kids",2017-11-24,"neutral",0
"470",1,"got reusable collection cute grade",2017-11-24,"positive",1
"471",1,"spread cheer",2017-11-24,"positive",1
"472",0,"friday night wth steamed milk",2017-11-24,"neutral",0
"473",1,"accurate named trader joes wine candy shop hawaiian lai",2017-11-24,"positive",1
"474",3,"bravo zulu supporting troops cool morale matters",2017-11-24,"positive",1
"475",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"476",0,"mug flowers berries blue green tea ",2017-11-24,"neutral",0
"477",2,"happy fri yay",2017-11-24,"positive",1
"478",0,"visiting birthplace",2017-11-24,"neutral",0
"479",1,"starbuck   mug retired red white gold",2017-11-24,"positive",1
"480",0,"saturday morning heading company",2017-11-24,"neutral",0
"481",0,"tryin  blends thanksgiving blends literally tastes",2017-11-24,"neutral",0
"482",1,"lattes loyalty",2017-11-24,"positive",1
"483",1,"lady logo siren basically super mermaid mermaid tails",2017-11-24,"positive",1
"484",0,"just finished peppermint mocha yearly",2017-11-24,"neutral",0
"485",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"486",1," ready save quick tips money",2017-11-24,"positive",1
"487",0,"heroin proof kids",2017-11-24,"neutral",0
"488",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"489",0,"get months automatically",2017-11-24,"neutral",0
"490",0,"woke hour shift fighting stay awake",2017-11-24,"neutral",0
"491",0,"buying stock",2017-11-24,"neutral",0
"492",0,"dear time consider becoming",2017-11-24,"neutral",0
"493",0,"sausage egg cheddar egg",2017-11-24,"neutral",0
"494",-1,"maple pecan  grossly overpaying sugar",2017-11-24,"negative",0
"495",0,"day",2017-11-24,"neutral",0
"496",0,"forget holidays",2017-11-24,"neutral",0
"497",0,"everything",2017-11-24,"neutral",0
"498",0,"everything",2017-11-24,"neutral",0
"499",0,"entrepreneurs obsessed shops particularly",2017-11-24,"neutral",0
"500",1,"enjoying peppermint mocha",2017-11-24,"positive",1
"501",0,"shouldve venti instead grande parched",2017-11-24,"neutral",0
"502",1,"look cute little shits damnit",2017-11-24,"positive",1
"503",0,"look inside teahouse style cafe",2017-11-24,"neutral",0
"504",0,"looks yummy humans heading",2017-11-24,"neutral",0
"505",1,"discussion charming lady hong kong totally random didn",2017-11-24,"positive",1
"506",1," ready save quick tips money",2017-11-24,"positive",1
"507",1,"buy chik fil brewed holy water filtered bib",2017-11-24,"positive",1
"508",0,"city mug city city mug via",2017-11-24,"neutral",0
"509",1,"invested assets yrs ago worth yrs ago",2017-11-24,"positive",1
"510",-1,"new controversy cross upside",2017-11-24,"negative",0
"511",0,"check red mug bird cookies holidays mint via",2017-11-24,"neutral",0
"512",2,"shopped actually pretty smooth hour",2017-11-24,"positive",1
"513",0,"check red mug bird cookies holidays mint via",2017-11-24,"neutral",0
"514",0,"everything",2017-11-24,"neutral",0
"515",0,"sometimes peppermint mocha",2017-11-24,"neutral",0
"516",0,"delivery customer especially",2017-11-24,"neutral",0
"517",0,"date",2017-11-24,"neutral",0
"518",1,"three visits hours equals happy wired",2017-11-24,"positive",1
"519",0,"just read bitching question hands belong",2017-11-24,"neutral",0
"520",0,"time bean local",2017-11-24,"neutral",0
"521",1,"invested stocks ago worth ago",2017-11-24,"positive",1
"522",-1,"darn shame portsmouth broken espresso machine hot smh",2017-11-24,"negative",0
"523",0,"spend little time hit little",2017-11-24,"neutral",0
"524",0,"daddy daughter afternoon",2017-11-24,"neutral",0
"525",0,"future buying",2017-11-24,"neutral",0
"526",0,"butchering name",2017-11-24,"neutral",0
"527",1," available weeks",2017-11-24,"positive",1
"528",0,"naughty nice cause checking list village",2017-11-24,"neutral",0
"529",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"530",0,"started day person front drive paying",2017-11-24,"neutral",0
"531",1,"invested stocks ago worth ago",2017-11-24,"positive",1
"532",0,"else notice porn",2017-11-24,"neutral",0
"533",1,"thank residents donated hats box aged youth librar",2017-11-24,"positive",1
"534",0,"can basic",2017-11-24,"neutral",0
"535",0,"stop home",2017-11-24,"neutral",0
"536",0,"trading americano little irish weekend",2017-11-24,"neutral",0
"537",0," mall",2017-11-24,"neutral",0
"538",0,"unveiling menu featuring bakery item beverages",2017-11-24,"neutral",0
"539",-1,"wait",2017-11-24,"negative",0
"540",-1,"boycott hate thanks wing dog whistlers metric ton free publicity",2017-11-24,"negative",0
"541",1,"love",2017-11-24,"positive",1
"542",1," living unless enjoying journey",2017-11-24,"positive",1
"543",0,"fight price spend month",2017-11-24,"neutral",0
"544",1,"yes caramel mocha lesbian please waits patiently",2017-11-24,"positive",1
"545",0,"stores",2017-11-24,"neutral",0
"546",0,"looking forward",2017-11-24,"neutral",0
"547",0,"bike run houston texas",2017-11-24,"neutral",0
"548",0,"saying   totally  via",2017-11-24,"neutral",0
"549",-2,"fell asleep laptop apparently tired",2017-11-24,"negative",0
"550",0,"",2017-11-24,"neutral",0
"551",0,"week ago finally xmas",2017-11-24,"neutral",0
"552",1,"get ready caffeine lovers collection officially shelves check goodies",2017-11-24,"positive",1
"553",0,"seattle premium outlets",2017-11-24,"neutral",0
"554",0," mommy dreams dressing wearing bags sipping refreshers",2017-11-24,"neutral",0
"555",0,"hope ate lots food yesterday mchenry standiford",2017-11-24,"neutral",0
"556",0,"every shopping day deserves",2017-11-24,"neutral",0
"557",-1,"worst",2017-11-24,"negative",0
"558",0,"butchering name",2017-11-24,"neutral",0
"559",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"560",0,"spend little time hit little",2017-11-24,"neutral",0
"561",0,"spend little time hit little",2017-11-24,"neutral",0
"562",0,"spend little time hit little",2017-11-24,"neutral",0
"563",0,"spend little time hit little",2017-11-24,"neutral",0
"564",0,"sharpie",2017-11-24,"neutral",0
"565",1," healthy   via",2017-11-24,"positive",1
"566",1,"beauty app skipped line",2017-11-24,"positive",1
"567",2,"watch ceo kevin johnson innovation empathy",2017-11-24,"positive",1
"568",0,"lol datz",2017-11-24,"neutral",0
"569",2,"watch ceo kevin johnson innovation empathy",2017-11-24,"positive",1
"570",2,"watch ceo kevin johnson innovation empathy",2017-11-24,"positive",1
"571",2,"watch ceo kevin johnson innovation empathy",2017-11-24,"positive",1
"572",0,"time  shopping spend merchandise card",2017-11-24,"neutral",0
"573",0,"kicking  season official war  art",2017-11-24,"neutral",0
"574",0,"check russia card rare",2017-11-24,"neutral",0
"575",0,"winter",2017-11-24,"neutral",0
"576",0,"guest brings lol",2017-11-24,"neutral",0
"577",0,"guy bitcoin buy lamborghini costing",2017-11-24,"neutral",0
"578",0,"night sisters",2017-11-24,"neutral",0
"579",0,"night sisters",2017-11-24,"neutral",0
"580",0,"menu items world wish taste",2017-11-24,"neutral",0
"581",-2,"court press mini inside skinny peppermint ruined",2017-11-24,"negative",0
"582",0,"perfect solution red controversy porn",2017-11-24,"neutral",0
"583",0,"winter",2017-11-24,"neutral",0
"584",1,"best salted caramel pumpkin spice frappuccino",2017-11-24,"positive",1
"585",0,"shift hollywood vine office completed hours",2017-11-24,"neutral",0
"586",0,"winter",2017-11-24,"neutral",0
"587",0,"went frap name told name krista",2017-11-24,"neutral",0
"588",1,"enter win mug  blend",2017-11-24,"positive",1
"589",0,"black squared handle cream color ebay",2017-11-24,"neutral",0
"590",0,"black squared handle cream color ebay",2017-11-24,"neutral",0
"591",0,"getting jenny minutes pictures videos uploaded girls facebook",2017-11-24,"neutral",0
"592",1,"team warm sunny day arizona",2017-11-24,"positive",1
"593",0,"winter",2017-11-24,"neutral",0
"594",0,"yummy tea mornings",2017-11-24,"neutral",0
"595",-1,"makes uncomfortable name response decl",2017-11-24,"negative",0
"596",0,"yummy tea mornings",2017-11-24,"neutral",0
"597",2,"day anyways fun free app",2017-11-24,"positive",1
"598",2,"day anyways fun free app",2017-11-24,"positive",1
"599",0,"hit little yearly buying",2017-11-24,"neutral",0
"600",2,"day anyways fun free",2017-11-24,"positive",1
"601",0,"establishes beachhead jamaica",2017-11-24,"neutral",0
"602",0,"shopping gifts missing selfie",2017-11-24,"neutral",0
"603",0," talkie shop",2017-11-24,"neutral",0
"604",0,"tea time phoenix",2017-11-24,"neutral",0
"605",0,"little girl pistache comes time time",2017-11-24,"neutral",0
"606",2,"brooke teaching wonders hot chocolate black friday",2017-11-24,"positive",1
"607",0,"feliz finde weekend",2017-11-24,"neutral",0
"608",1," switch free wifi close",2017-11-24,"positive",1
"609",1,"heading free magazine digital",2017-11-24,"positive",1
"610",1,"back popular demand",2017-11-24,"positive",1
"611",-1,"takes issue office registrations",2017-11-24,"negative",0
"612",1,"definitely life cute",2017-11-24,"positive",1
"613",0,"begin",2017-11-24,"neutral",0
"614",1,"heading free magazine digital",2017-11-24,"positive",1
"615",2,"dad buy hot mocha thank dad",2017-11-24,"positive",1
"616",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"617",1,"ready save quick tips money",2017-11-24,"positive",1
"618",0,"car",2017-11-24,"neutral",0
"619",2,"tis season warm favorite beverages",2017-11-24,"positive",1
"620",0,"soya served vanillapod eatery keepcup yum",2017-11-24,"neutral",0
"621",2,"delight favorite fan rustic warm fall flavors",2017-11-24,"positive",1
"622",-1,"movement michael coren simply taking cheap sho",2017-11-24,"negative",0
"623",0,"matter",2017-11-24,"neutral",0
"624",0,"weird dream dreamt love",2017-11-24,"neutral",0
"625",-1,"solution polution oceans creating recyclable",2017-11-24,"negative",0
"626",0,"everything",2017-11-24,"neutral",0
"627",-1,"official gateway drug folks eating upgrading soon wait",2017-11-24,"negative",0
"628",0,"late waking",2017-11-24,"neutral",0
"629",0,"gentrified gentrified start btw",2017-11-24,"neutral",0
"630",0,"opinion day comes seasonal flavors",2017-11-24,"neutral",0
"631",0,"got java chip chocolate frappe sooo",2017-11-24,"neutral",0
"632",1," deliciousness season thank",2017-11-24,"positive",1
"633",1,"buy  food coupon free ",2017-11-24,"positive",1
"634",2,"good morning hot coco start day",2017-11-24,"positive",1
"635",0,"hit little yearly buying",2017-11-24,"neutral",0
"636",0,"hit little yearly buying",2017-11-24,"neutral",0
"637",0,"hit little yearly buying",2017-11-24,"neutral",0
"638",1,"green tea apple juice saving grace",2017-11-24,"positive",1
"639",0,"hit little yearly buying",2017-11-24,"neutral",0
"640",1,"happy black friday yall",2017-11-24,"positive",1
"641",0,"heroin proof kids",2017-11-24,"neutral",0
"642",0,"taste shopping dropped roomie walmart holy shit deci",2017-11-24,"neutral",0
"643",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"644",0,"feeling hipster soy gingerbread",2017-11-24,"neutral",0
"645",0,"feeling hipster soy gingerbread",2017-11-24,"neutral",0
"646",0,"toasted white chocolate mocha frappuccino",2017-11-24,"neutral",0
"647",0,"dundrum shopping centre",2017-11-24,"neutral",0
"648",0,"heroin proof kids",2017-11-24,"neutral",0
"649",1,"tis season joy tea",2017-11-24,"positive",1
"650",0,"store officially beach pouring",2017-11-24,"neutral",0
"651",1,"happy river walk",2017-11-24,"positive",1
"652",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"653",1,"got blend amazing",2017-11-24,"positive",1
"654",0,"music",2017-11-24,"neutral",0
"655",4,"love love themed love included asl love sign",2017-11-24,"positive",1
"656",0,"baby holding sticking ass",2017-11-24,"neutral",0
"657",0,"everything",2017-11-24,"neutral",0
"658",0,"tolerant call stance",2017-11-24,"neutral",0
"659",0,"winter",2017-11-24,"neutral",0
"660",2,"happy women dressed boots grab hot venti",2017-11-24,"positive",1
"661",0,"check mug  box yah original via",2017-11-24,"neutral",0
"662",1,"buying bags  blend winning lottery",2017-11-24,"positive",1
"663",-1,"hate",2017-11-24,"negative",0
"664",0,"usually fwi blended white chocolate mocha feelin",2017-11-24,"neutral",0
"665",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"666",0,"grab morning catch entertainment",2017-11-24,"neutral",0
"667",0,"boss calling samiches yaaaasssss",2017-11-24,"neutral",0
"668",0,"fridays road call peppermint mochas breakfast sandwiches prepping",2017-11-24,"neutral",0
"669",1,"grateful passion burns deep",2017-11-24,"positive",1
"670",0,"relax",2017-11-24,"neutral",0
"671",0,"",2017-11-24,"neutral",0
"672",2,"boarded thank goodness",2017-11-24,"positive",1
"673",0,"friday laughsss",2017-11-24,"neutral",0
"674",0,"seattle",2017-11-24,"neutral",0
"675",0,"winter",2017-11-24,"neutral",0
"676",0,"mornings brew",2017-11-24,"neutral",0
"677",0,"hope paying taxes store",2017-11-24,"neutral",0
"678",1,"rise shine",2017-11-24,"positive",1
"679",1,"dosbarth porffor enjoying reading",2017-11-24,"positive",1
"680",0,"first gingerbread holidays begin",2017-11-24,"neutral",0
"681",1,"preview princi ultra authentic",2017-11-24,"positive",1
"682",1,"eggnog words happy season",2017-11-24,"positive",1
"683",0,"shopping gifts missing selfie",2017-11-24,"neutral",0
"684",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"685",0," thirds picture train",2017-11-24,"neutral",0
"686",0,"trying squirrel",2017-11-24,"neutral",0
"687",1,"great start day team kauaivillage",2017-11-24,"positive",1
"688",0,"friday laughsss",2017-11-24,"neutral",0
"689",1,"invested companies ago worth via",2017-11-24,"positive",1
"690",-2,"cold brew iah terminal worst country notice",2017-11-24,"negative",0
"691",0,"little shopping momma",2017-11-24,"neutral",0
"692",0,"unite forget righties",2017-11-24,"neutral",0
"693",-1,"biggest concern looks pushing beca",2017-11-24,"negative",0
"694",0,"morning",2017-11-24,"neutral",0
"695",0,"photo day  season",2017-11-24,"neutral",0
"696",0,"morning",2017-11-24,"neutral",0
"697",-2,"just fat guy minivan flip douchebag",2017-11-24,"negative",0
"698",0,"location blk tea lemonade light ice",2017-11-24,"neutral",0
"699",1,"wonderful time",2017-11-24,"positive",1
"700",-1,"gettin little stream home hang chat tell",2017-11-24,"negative",0
"701",-1,"gettin little stream home hang chat tell",2017-11-24,"negative",0
"702",2,"incredible trump tower york",2017-11-24,"positive",1
"703",1,"star wars film comes december films looking forward seeing festive",2017-11-24,"positive",1
"704",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"705",2,"come free tall beverage happy shopping",2017-11-24,"positive",1
"706",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"707",0," look",2017-11-24,"neutral",0
"708",1,"new pics meryl york love tbh",2017-11-24,"positive",1
"709",0,"actually days",2017-11-24,"neutral",0
"710",0,"black squared handle cream color ebay",2017-11-24,"neutral",0
"711",0,"winter",2017-11-24,"neutral",0
"712",-1,"can draw logo cheating probably",2017-11-24,"negative",0
"713",0,"live girl live",2017-11-24,"neutral",0
"714",-1,"thanks  fix failure marriott via",2017-11-24,"negative",0
"715",0,"cost lattes family",2017-11-24,"neutral",0
"716",-1,"thanks  fix failure marriott via",2017-11-24,"negative",0
